id,language,title,artist,genre,cluster_pca,cluster_vae
en_english_songs_781,en,Wish You Were Mine - Radio Edit,Philip George,,1,1
en_english_songs_75,en,Happy Together,The Turtles,,1,1
en_english_songs_192,en,Like Crazy,Jimin,,1,1
en_english_songs_483,en,Bebe Dame,Fuerza Regida,,1,1
en_english_songs_789,en,FourFiveSeconds,Rihanna,,1,1
en_english_songs_630,en,Make Me Feel Good,Belters Only,,1,1
en_english_songs_242,en,Soarele si Luna,Pasha Parfeni,,1,1
en_english_songs_594,en,Someone You Loved,Lewis Capaldi,,1,1
en_english_songs_662,en,IFTK,Tion Wayne,,1,1
bn_bangla_songs_4549,bn,কিছুদিন মনে মনে ঘরের কোণে,,ফোক গান,0,0
bn_bangla_songs_1305,bn,প্ৰাণবন্ধু কালিয়া আজ তোমারে দিব না ছাড়িয়া,,ফোক গান,0,0
bn_bangla_songs_7635,bn,পাপীর ভাগ্যে এমন দিন কি আর হবে রে,,ফোক গান,0,0
en_english_songs_417,en,You Didn’t,Brett Young,,1,1
bn_bangla_songs_2409,bn,নজর একদিক গেলে আর দিক অন্ধকার হয়,,ফোক গান,0,0
bn_bangla_songs_62,bn,আমি যে এক কৃষকি কৃষিতে ফলাই ফসল,,ফোক গান,0,0
en_english_songs_470,en,SLUT ME OUT,NLE Choppa,,1,1
en_english_songs_159,en,That Girl,Maxi Priest,,1,1
bn_bangla_songs_3026,bn,"এ জনমে মোদের মিলন    হবে না আর, জানি জানি",,নজরুলগীতি,0,0
bn_bangla_songs_1162,bn,শ্যামারূপ হেরিলাম গো কদম্বের তলে,,ফোক গান,0,0
en_english_songs_122,en,Hey Lover,LL COOL J,,1,1
en_english_songs_788,en,Shut Up and Dance,WALK THE MOON,,1,1
bn_bangla_songs_2619,bn,মেঘ-বরণ কন্যা থাকে মেঘলামতীর দেশে,,নজরুলগীতি,0,0
en_english_songs_368,en,Peaches,Jack Black,,1,1
en_english_songs_540,en,Green Green Grass,George Ezra,,1,1
en_english_songs_129,en,Born Slippy (Nuxx) - Radio Edit,Underworld,,1,1
bn_bangla_songs_484,bn,তারে চিনা কঠিন ভাবে,,ফোক গান,0,0
en_english_songs_3,en,God Only Knows - Mono,The Beach Boys,,1,1
bn_bangla_songs_7679,bn,আমার ঠাহর নাই গো মন-বেপারী,,ফোক গান,0,0
bn_bangla_songs_502,bn,বন্ধুর বাড়ির ফুল বাগানে গেলে তরা কই,,ফোক গান,0,0
bn_bangla_songs_1137,bn,পিরিতি বিষম জ্বালা সয় না আমার গায়,,ফোক গান,0,0
bn_bangla_songs_7596,bn,আছে আদি মক্কা এই মানব দেহে,,ফোক গান,0,0
bn_bangla_songs_3531,bn,গোসাঁইর ভাব যেহি ধারা,,ফোক গান,0,0
en_english_songs_88,en,What I Got,Sublime,,1,1
bn_bangla_songs_1732,bn,চাইয়া দেখরে কি আনন্দ অইতেছে আজ নদীয়ায়,,ফোক গান,0,0
en_english_songs_228,en,Sea Of Problems,glichery,,1,1
en_english_songs_163,en,"If You Ever (feat. Gabrielle) - Smoove Mix 7""",East 17,,1,1
en_english_songs_326,en,Chemical,Post Malone,,1,1
bn_bangla_songs_5546,bn,ধায় যেন মোর সকল ভালোবাসা,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_179,en,See You Again (feat. Kali Uchis),"Tyler, The Creator",,1,1
bn_bangla_songs_1888,bn,হরি বলে ছাড়ো নৌকা তুফান দেখে ভয় করিও না,,ফোক গান,0,0
en_english_songs_632,en,Starlight,Dave,,1,1
en_english_songs_0,en,Imagine - Remastered 2010,John Lennon,,1,1
en_english_songs_145,en,A Design for Life - Remastered,Manic Street Preachers,,1,1
bn_bangla_songs_1086,bn,জয় গৌরার নামে বাদাম তুলি দেও ডঙ্কায় বাড়ি,,ফোক গান,0,0
bn_bangla_songs_1527,bn,শ্যামের বাঁশি মন উদাসী কি মধুর শোনাইল কানে,,ফোক গান,0,0
bn_bangla_songs_6355,bn,হেলাফেলা সারা বেলা,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_6044,bn,আমরা ঝ’রে-পড়া ফুলদল,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_169,bn,লাইলাহা ইল্লাল্লাহু  মুহাম্মদ রাসুলুল্লাহ,,ফোক গান,0,0
bn_bangla_songs_4125,bn,কেন বা পিরীতি কৈনু কালা কানুর সনে,,ফোক গান,0,0
bn_bangla_songs_5039,bn,দিন অবসান হল,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_584,en,"Soweto (with Don Toliver, Rema and Tempoe)",Victony,,1,1
bn_bangla_songs_6098,bn,আমায় রাখতে যদি আপন ঘরে,,ফোক গান,0,0
en_english_songs_641,en,Down Under (feat. Colin Hay),Luude,,1,1
en_english_songs_724,en,Perfect,One Direction,,1,1
en_english_songs_711,en,Don't Stop Me Now - Remastered 2011,Queen,,1,1
bn_bangla_songs_480,bn,মন বলব কি তোমারে,,ফোক গান,0,0
en_english_songs_362,en,Next Thing You Know,Jordan Davis,,1,1
en_english_songs_183,en,Cha Cha Cha,Käärijä,,1,1
en_english_songs_400,en,The Kind of Love We Make,Luke Combs,,1,1
bn_bangla_songs_1122,bn,কুলনাশা বাঁশির স্বরে কুলমান মজায়,,ফোক গান,0,0
en_english_songs_166,en,La Bebe - Remix,Yng Lvcas,,1,1
en_english_songs_695,en,Sweater Weather,The Neighbourhood,,1,1
en_english_songs_472,en,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,,1,1
en_english_songs_779,en,The Nights,Avicii,,1,1
bn_bangla_songs_4896,bn,কেন এ হৃদয় চঞ্চল হোলো,,আধুনিক বাংলা গান,0,0
en_english_songs_160,en,We've Got It Goin' On - Radio Edit,Backstreet Boys,,1,1
bn_bangla_songs_3401,bn,আজকে হোরি ও নাগরী,,নজরুলগীতি,0,0
bn_bangla_songs_731,bn,যাও যদি আও দলে দলে উঠেছে বেলা,,ফোক গান,0,0
bn_bangla_songs_4533,bn,রং নাম্বার টেলিফোনে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_3243,bn,বনে বনে জাগে কী আকুল হরষন,,নজরুলগীতি,0,0
bn_bangla_songs_1415,bn,মনের মানুষ না পাইলে মনের কথা কইয়ো না,,ফোক গান,0,0
en_english_songs_2,en,My Sweet Lord,George Harrison,,1,1
bn_bangla_songs_7260,bn,জয় জয় নবজাত বাংলাদেশ,,দেশাত্মবোধক গান,0,0
en_english_songs_258,en,Unicorn,Noa Kirel,,1,1
bn_bangla_songs_7072,bn,ভ্রমর কইয়ো গিয়া,,ফোক গান,0,0
en_english_songs_69,en,Louie Louie,The Kingsmen,,1,1
en_english_songs_723,en,Wings,Birdy,,1,1
bn_bangla_songs_7453,bn,বড় আশা করে এসেছি গো,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_7047,bn,নিথুয়া পাথারে নেমেছি বন্ধুরে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_2843,bn,স্বপ্নে দেখি একটি নতুন ঘর,,নজরুলগীতি,0,0
en_english_songs_510,en,Sunrise,Morgan Wallen,,1,1
en_english_songs_747,en,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,,1,1
bn_bangla_songs_6147,bn,সে কোন্‌    বনের হরিণ,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_502,en,PAINTING PICTURES,Superstar Pride,,1,1
en_english_songs_602,en,Afraid To Feel,LF SYSTEM,,1,1
en_english_songs_272,en,Love The Way You Lie,Eminem,,1,1
en_english_songs_451,en,Thinkin’ Bout Me,Morgan Wallen,,1,1
bn_bangla_songs_2106,bn,কিসে আর বোঝাই মন তোরে,,ফোক গান,0,0
bn_bangla_songs_7503,bn,দিন পরে যায় দিন,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_281,en,Godzilla (feat. Juice WRLD),Eminem,,1,1
en_english_songs_764,en,Heroes (we could be),Alesso,,1,1
bn_bangla_songs_7183,bn,নীলা,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_2840,bn,আমার ভুবন কান পেতে রয় প্রিয়তম তব লাগিয়া,,নজরুলগীতি,0,0
bn_bangla_songs_468,bn,খুঁজলে না কেন তারে,,ফোক গান,0,0
bn_bangla_songs_255,bn,মুর্শিদ নামে কতই মধুর ভাই তার তুলনা নাইরে মনা,,ফোক গান,0,0
bn_bangla_songs_2825,bn,আমি জানি তব মন আমি বুঝি তব ভাষা,,নজরুলগীতি,0,0
bn_bangla_songs_1364,bn,এ প্ৰাণ সখী ললিতে কি জন্য আসিলাম কুঞ্জেতে,,ফোক গান,0,0
bn_bangla_songs_19,bn,তুমি যে হলে শ্রেষ্ঠ বাংলার কূল,,ফোক গান,0,0
bn_bangla_songs_5280,bn,অরূপ বীণা রূপের আড়ালে লুকিয়ে বাজে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_36,en,Crazy - Single Version,Patsy Cline,,1,1
bn_bangla_songs_133,bn,ওগো শুনো শুনো গো রজনী ভাবের  রজনী গো,,ফোক গান,0,0
bn_bangla_songs_1262,bn,সখী উপায় কি করি প্ৰেম বিরহে অঙ্গ জ্বলে আর কতো বা ধৈর্য ধরি,,ফোক গান,0,0
bn_bangla_songs_771,bn,সাঁতার না জানিয়া জলে দিও না সাঁতার,,ফোক গান,0,0
bn_bangla_songs_4609,bn,আমি যে জলসা ঘরে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1085,bn,গৌরচান্দ রাইকিশোরীর ভাবসাধিকে,,ফোক গান,0,0
en_english_songs_474,en,Rich Flex,Drake,,1,1
en_english_songs_768,en,I Really Like You,Carly Rae Jepsen,,1,1
bn_bangla_songs_7329,bn,সুখের লাগিয়া এ ঘর বাঁধিনু,,ফোক গান,0,0
en_english_songs_636,en,Baby,Aitch,,1,1
en_english_songs_776,en,Bloodstream,Ed Sheeran,,1,1
bn_bangla_songs_7603,bn,সামাল সামাল সমাল তরী,,ফোক গান,0,0
en_english_songs_441,en,Rock and A Hard Place,Bailey Zimmerman,,1,1
en_english_songs_498,en,It Matters To Her,Scotty McCreery,,1,1
en_english_songs_726,en,Heartbeat Song,Kelly Clarkson,,1,1
en_english_songs_222,en,Keep Dat Nigga,Icandy,,1,1
bn_bangla_songs_89,bn,চাতকে বরিষণ চায় কবে হয়রে বরিষণ রইলো অপেক্ষায়,,ফোক গান,0,0
en_english_songs_352,en,If He Wanted To He Would,Kylie Morgan,,1,1
bn_bangla_songs_2485,bn,বাসরের দীপ আর আকাশের তারাগুলি,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1661,bn,তোরে করি গো মানা জলের ঘাটে এগো সখী একেলা যাইও না,,ফোক গান,0,0
bn_bangla_songs_6464,bn,তুমি    যেয়ো না এখনি,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_79,en,Don't Speak,No Doubt,,1,1
bn_bangla_songs_1254,bn,শোনগো সখী ললিতে আমার কৃষ্ণ প্রেমের লাঞ্ছনা,,ফোক গান,0,0
en_english_songs_509,en,"You, Me, And Whiskey",Justin Moore,,1,1
en_english_songs_147,en,Falling Into You,Céline Dion,,1,1
bn_bangla_songs_1611,bn,কদমতলে কে বাঁশি বাজায় গো ঐ শোনা যায়,,ফোক গান,0,0
en_english_songs_211,en,FLOWER,JISOO,,1,1
en_english_songs_136,en,Everyday Is A Winding Road,Sheryl Crow,,1,1
en_english_songs_5,en,Bohemian Rhapsody - Remastered 2011,Queen,,1,1
en_english_songs_29,en,Sunshine Of Your Love,Cream,,1,1
bn_bangla_songs_3299,bn,মোর পুষ্প-পাগল মধবী কুঞ্জে,,নজরুলগীতি,0,0
en_english_songs_554,en,Mountain,Sam Ryder,,1,1
bn_bangla_songs_6534,bn,মম যৌবননিকুঞ্জে গাহে পাখি,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_389,en,Eat Your Young,Hozier,,1,1
bn_bangla_songs_1089,bn,শুন গো সাঁই ঐ বাজে গো বাঁশি,,ফোক গান,0,0
bn_bangla_songs_1968,bn,ঐ নাম লও জীব মুখে রে রাধা গোবিন্দ নাম বল,,ফোক গান,0,0
en_english_songs_572,en,Side Effects,Becky Hill,,1,1
bn_bangla_songs_6780,bn,হাত ধরেছি হাঁটছি পথে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1720,bn,কি দিয়া সুধিমু প্ৰেম ঋণগো রাই আমার সে ধন নাই,,ফোক গান,0,0
bn_bangla_songs_2690,bn,যেদিন রোজ হাশরে করতে বিচার,,নজরুলগীতি,0,0
bn_bangla_songs_4565,bn,"শ্রাবণরাতি বাদল নামে, কোথা তুমি এসো ফিরে",,আধুনিক বাংলা গান,0,0
bn_bangla_songs_344,bn,করে কেবল তাড়াহুড়া রে কেবল তাড়াহুড়া,,ফোক গান,0,0
bn_bangla_songs_6582,bn,সুনীল সাগরের শ্যামল কিনারে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_371,en,Handle On You,Parker McCollum,,1,1
bn_bangla_songs_3674,bn,সুরা ইনফিতার,,নজরুলগীতি,0,0
en_english_songs_149,en,Sexy Eyes,Whigfield,,1,1
en_english_songs_306,en,Ass Like That,Eminem,,1,1
bn_bangla_songs_50,bn,নিজামুদ্দিন আউলিয়া আলো দিলেন ছড়াইয়া,,ফোক গান,0,0
en_english_songs_761,en,Lips Are Movin,Meghan Trainor,,1,1
bn_bangla_songs_2712,bn,ভুল করিলে বনমালী এসে বনে ফুল ফোটাতে,,নজরুলগীতি,0,0
bn_bangla_songs_6589,bn,কী রাগিণী বাজালে হৃদয়ে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_6908,bn,সে যে বসে আছে একা একা,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_4147,bn,দেখিব যে দিনে আপন নয়নে কহিতে তা সনে কথা,,ফোক গান,0,0
en_english_songs_488,en,Low Down,Lil Baby,,1,1
en_english_songs_35,en,Billie Jean,Michael Jackson,,1,1
en_english_songs_393,en,Baby Don't Hurt Me,David Guetta,,1,1
bn_bangla_songs_5216,bn,পূর্ণ-আনন্দ পূর্ণমঙ্গলরূপে হৃদয়ে এসো,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_1490,bn,"আমার ভবজ্বালা গেল না, সৎ পিরিতি হইল না",,ফোক গান,0,0
en_english_songs_231,en,TABU.,Yung Yury,,1,1
bn_bangla_songs_2780,bn,শোনরে মন রসনা যদি কর প্রেমের বাসনা,,ফোক গান,0,0
bn_bangla_songs_4295,bn,দিকে দিকে পুন জ্বলিয়া উঠেছে দীন-ই-ইসলামী লাল মশাল,,নজরুলগীতি,0,0
en_english_songs_372,en,Live Without Love,Shouse,,1,1
bn_bangla_songs_6077,bn,জীবনে এ কি প্রথম বসন্ত এল,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_698,en,Do I Wanna Know?,Arctic Monkeys,,1,1
en_english_songs_117,en,How Deep Is Your Love,Take That,,1,1
en_english_songs_22,en,One,U2,,1,1
bn_bangla_songs_170,bn,বিসমিল্লাহ পড় দুরুদে বুঝিয়া বরকত-মনরে,,ফোক গান,0,0
bn_bangla_songs_996,bn,ওগো প্রাণ-সই বন্ধু বিনে মনের বেদনা কারে কই,,ফোক গান,0,0
en_english_songs_188,en,AMG,Natanael Cano,,1,1
en_english_songs_769,en,Hotline Bling,Drake,,1,1
en_english_songs_737,en,I'm Not The Only One - Radio Edit,Sam Smith,,1,1
bn_bangla_songs_1761,bn,ধন্য শ্ৰীচৈতন্য উদয় নদীয়ায়,,ফোক গান,0,0
bn_bangla_songs_2829,bn,চাঁপা রঙের শাড়ি আমার,,নজরুলগীতি,0,0
en_english_songs_304,en,What's The Difference,Dr. Dre,,1,1
en_english_songs_565,en,Princess Diana,Ice Spice,,1,1
bn_bangla_songs_1963,bn,"অজ্ঞান মন, কৃষ্ণ ভক্তিরসে কেন ভুবলে না",,ফোক গান,0,0
en_english_songs_778,en,Runaway (U & I),Galantis,,1,1
bn_bangla_songs_2854,bn,খর রৌদ্রের হোমানল জ্বালি,,নজরুলগীতি,0,0
bn_bangla_songs_6522,bn,এই বুঝি মোর ভোরের তারা এল সাঁঝের তারার বেশে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_5626,bn,বেদনা কী ভাষায় রে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_5928,bn,তোমার ভাবনা ভাবলে আমার ভাবনা রবে না,,ফোক গান,0,0
en_english_songs_669,en,Anyone For You (Tiger Lily),George Ezra,,1,1
bn_bangla_songs_4671,bn,পঙ্খি যায় উইড়া যায়,,ফোক গান,0,0
bn_bangla_songs_2832,bn,ত্রিংশ কোটি তব সন্তান ডাকে তোরে,,নজরুলগীতি,0,0
bn_bangla_songs_1776,bn,মন চল চৈতন্য দেশে,,ফোক গান,0,0
bn_bangla_songs_3757,bn,শ্যামা নামের ভেলায় চড়ে,,নজরুলগীতি,0,0
en_english_songs_230,en,Mama ŠČ!,Let 3,,1,1
bn_bangla_songs_1580,bn,মধুর ধ্বনি শুনা যায় বাঁশি বাজায় শ্যামরায়,,ফোক গান,0,0
bn_bangla_songs_4270,bn,বন্ধু যদি গেল বনে শুন ওগো সখি,,ফোক গান,0,0
en_english_songs_744,en,Intoxicated - Radio Edit,Martin Solveig,,1,1
en_english_songs_132,en,Virtual Insanity - Remastered,Jamiroquai,,1,1
en_english_songs_240,en,Giving Me,Jazzy,,1,1
en_english_songs_180,en,Calm Down (with Selena Gomez),Rema,,1,1
en_english_songs_767,en,Bills,LunchMoney Lewis,,1,1
en_english_songs_760,en,Easy Love,Sigala,,1,1
en_english_songs_64,en,White Christmas,Bing Crosby,,1,1
en_english_songs_91,en,Don't Look Back In Anger - Remastered,Oasis,,1,1
bn_bangla_songs_514,bn,কুটুম পাখিরে কোন দেশের জঙ্গলে তোমার বাস,,ফোক গান,0,0
en_english_songs_345,en,I'm Not Here To Make Friends,Sam Smith,,1,1
en_english_songs_791,en,Want to Want Me,Jason Derulo,,1,1
bn_bangla_songs_6748,bn,পূর্ণিমা চাঁদ,,আধুনিক বাংলা গান,0,0
en_english_songs_297,en,Cinderella Man,Eminem,,1,1
en_english_songs_78,en,Wannabe,Spice Girls,,1,1
bn_bangla_songs_6316,bn,গহন ঘন বনে পিয়াল-তমাল-সহকার-ছায়ে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_5363,bn,এবার   নীরব করে দাও হে তোমার মুখর কবিরে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_146,en,Cold Rock a Party,MC Lyte,,1,1
en_english_songs_715,en,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,,1,1
bn_bangla_songs_7056,bn,বেলা শেষে ফিরে এসে পাইনি তোমায়,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_74,bn,তুমি আছ বিশ্বমাঝে তুমি মন আবেগি,,ফোক গান,0,0
bn_bangla_songs_6537,bn,আহা   জাগি পোহালো বিভাবরী,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_3634,bn,শ্মশানে জাগিছে শ্যামা অন্তিমে সন্তানে নিতে কোলে,,নজরুলগীতি,0,0
bn_bangla_songs_4303,bn,চম্পক বরণী বয়সে তরুণী হাসিতে অমিয়া ধারা,,ফোক গান,0,0
bn_bangla_songs_2307,bn,আছে যার মনের মানুষ মনে সে কি জপে মালা,,ফোক গান,0,0
en_english_songs_710,en,Stay the Night,Sigala,,1,1
en_english_songs_332,en,Fast Car,Luke Combs,,1,1
bn_bangla_songs_7063,bn,গুরুপদে ডুবে থাক রে আমার মন,,ফোক গান,0,0
en_english_songs_696,en,Do It To It,ACRAZE,,1,1
en_english_songs_303,en,We Made You,Eminem,,1,1
bn_bangla_songs_3683,bn,সুরা লহব্,,নজরুলগীতি,0,0
en_english_songs_494,en,Red Ruby Da Sleeze,Nicki Minaj,,1,1
bn_bangla_songs_7444,bn,মাঝি নাও ছাইরা দে,,দেশাত্মবোধক গান,0,0
bn_bangla_songs_4299,bn,বসিয়া বিজনে কেন একা মনে,,নজরুলগীতি,0,0
bn_bangla_songs_1386,bn,হইল বর্ষাগত শরৎ আগত অশ্বিন যামিনী,,ফোক গান,0,0
bn_bangla_songs_4144,bn,সই মরম কহিএ তোকে,,ফোক গান,0,0
en_english_songs_290,en,Sing For The Moment,Eminem,,1,1
bn_bangla_songs_6472,bn,কে দিল আবার আঘাত আমার দুয়ারে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_837,bn,রাখ কি মার এই দয়া কর,,ফোক গান,0,0
en_english_songs_253,en,Past Lives,Farizki,,1,1
en_english_songs_407,en,Memory Lane,Old Dominion,,1,1
en_english_songs_322,en,Bad Guy,Eminem,,1,1
bn_bangla_songs_4085,bn,চন্দ্রাবলী সনে কুসুম শয়নে সুখেতে ছিলেন শ্যাম,,ফোক গান,0,0
bn_bangla_songs_1837,bn,আয় বা’ নিলাজে কালা’ রে,,ফোক গান,0,0
bn_bangla_songs_3677,bn,সুরা তকভীর,,নজরুলগীতি,0,0
bn_bangla_songs_1515,bn,শ্যামরূপের নাই তুলনা,,ফোক গান,0,0
bn_bangla_songs_6128,bn,যুদ্ধ যখন বাধিল অচলে চঞ্চলে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_107,en,Born Slippy (Nuxx),Underworld,,1,1
bn_bangla_songs_2479,bn,প্রজাপতি মন আমার পাখায় পাখায় রং ছড়ায়,,আধুনিক বাংলা গান,0,0
en_english_songs_794,en,Thinking out Loud,Ed Sheeran,,1,1
en_english_songs_708,en,Lost,Frank Ocean,,1,1
bn_bangla_songs_2766,bn,না দেখিলে উনাদুনা দেখলে জ্বলে তিন দুনা,,ফোক গান,0,0
en_english_songs_676,en,Fingers Crossed,Lauren Spencer Smith,,1,1
en_english_songs_262,en,Gladiator,Jann,,1,1
en_english_songs_462,en,Princess Diana (with Nicki Minaj),Ice Spice,,1,1
bn_bangla_songs_6943,bn,ও পাড়েতে বন্ধুর বাড়ি,,আধুনিক বাংলা গান,0,0
en_english_songs_700,en,Yellow,Coldplay,,1,1
en_english_songs_578,en,messy in heaven,venbee,,1,1
bn_bangla_songs_487,bn,মরুতে আজ ফুটল কুসুম বাজিল ভেরী,,ফোক গান,0,0
bn_bangla_songs_5629,bn,মেঘের ‘পরে মেঘ জমেছে আঁধার করে আসে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_90,en,Coco Jamboo,Mr. President,,1,1
bn_bangla_songs_1281,bn,"বাহির হইয়া শুন সজনী, ঐ করে কোকিলায় ধ্বনি",,ফোক গান,0,0
bn_bangla_songs_3343,bn,সাধ জাগে মনে পর-জীবনে,,নজরুলগীতি,0,0
bn_bangla_songs_7032,bn,রাখাল ছেলে,,আধুনিক বাংলা গান,0,0
en_english_songs_780,en,Photograph,Ed Sheeran,,1,1
bn_bangla_songs_2412,bn,বলবো না গো আর কোনোদিন,,ফোক গান,0,0
bn_bangla_songs_1821,bn,ঐ বাজে প্ৰাণবন্ধের বাঁশি জয় রাধা বলে,,ফোক গান,0,0
en_english_songs_635,en,abc (nicer),GAYLE,,1,1
bn_bangla_songs_1126,bn,খুলি নেও গলার হার গো ললিতে,,ফোক গান,0,0
en_english_songs_14,en,Paranoid,Black Sabbath,,1,1
bn_bangla_songs_7492,bn,ওদের বাঁধন যতই শক্ত হবে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_4777,bn,"বলেছিল ‘ধরা দেব না’, শুনেছিল সেই বড়াই",,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_680,en,Big City Life,Luude,,1,1
bn_bangla_songs_5427,bn,আমায়   মুক্তি যদি দাও বাঁধন খুলে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_131,en,Guess Who's Back,Rakim,,1,1
en_english_songs_397,en,All The Way Over,Sam Ryder,,1,1
bn_bangla_songs_825,bn,"বন্ধুয়া রে, তুমি আমারে দিও না ফাঁকি",,ফোক গান,0,0
bn_bangla_songs_1860,bn,শুন ওরে মন বলি রে তোরে,,ফোক গান,0,0
en_english_songs_155,en,Insomnia - Radio Edit,Faithless,,1,1
bn_bangla_songs_7621,bn,"মন, তোরে আজ ধরতে পারতাম হাতে",,ফোক গান,0,0
bn_bangla_songs_180,bn,অন্তরে প্রাণবন্ধুর বিরাজ জানিনা,,ফোক গান,0,0
en_english_songs_264,en,Lose Yourself,Eminem,,1,1
bn_bangla_songs_1716,bn,প্ৰাণসখীরে ঐ শোন কদম্বতলে বংশী বাজায় কে,,ফোক গান,0,0
bn_bangla_songs_2813,bn,সামলে চলো পিছল পথ গোরী,,নজরুলগীতি,0,0
en_english_songs_471,en,Spin Bout U,Drake,,1,1
en_english_songs_139,en,María - Pablo Flores Spanglish Radio Edit,Ricky Martin,,1,1
en_english_songs_182,en,Die For You (with Ariana Grande) - Remix,The Weeknd,,1,1
en_english_songs_21,en,Like a Rolling Stone,Bob Dylan,,1,1
bn_bangla_songs_6655,bn,সেই যে চলে গেলে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_3247,bn,"নয়নে ঘনাও মেঘ, মালবিকা",,নজরুলগীতি,0,0
en_english_songs_461,en,Under The Influence,Chris Brown,,1,1
bn_bangla_songs_6566,bn,তোমার পায়ের তলায় যেন গো রঙ লাগে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_2633,bn,পায়েল বোলে রিনিঝিনি,,নজরুলগীতি,0,0
en_english_songs_109,en,2 Become 1,Spice Girls,,1,1
en_english_songs_134,en,Novocaine For The Soul,Eels,,1,1
bn_bangla_songs_7014,bn,আমি দুঃখকে সুখে ভেবে বইতে পারি,,আধুনিক বাংলা গান,0,0
en_english_songs_691,en,The Family Madrigal,Stephanie Beatriz,,1,1
en_english_songs_124,en,Barely Breathing,Duncan Sheik,,1,1
en_english_songs_699,en,Woman,Doja Cat,,1,1
en_english_songs_434,en,Die For You - Remix,The Weeknd,,1,1
en_english_songs_414,en,Trouble,Josh Ross,,1,1
bn_bangla_songs_605,bn,তুফান মেল তুফান মেল যায়,,আধুনিক বাংলা গান,0,0
en_english_songs_366,en,Alone (with Nicki Minaj),Kim Petras,,1,1
en_english_songs_9,en,“Heroes” - Single Version; 2014 Remaster,David Bowie,,1,1
en_english_songs_733,en,Somebody,Natalie La Rose,,1,1
en_english_songs_126,en,Rotterdam (Or Anywhere),The Beautiful South,,1,1
bn_bangla_songs_1847,bn,ঐনি কালিয়ার বাঁশির ধ্বনি গো সজনী,,ফোক গান,0,0
bn_bangla_songs_638,bn,চুলা বানাইল কি কৌশলে,,ফোক গান,0,0
en_english_songs_725,en,Bang Bang,Jessie J,,1,1
bn_bangla_songs_3836,bn,"রসনে, কালী নাম রটরে",,ফোক গান,0,0
en_english_songs_653,en,All I Want for Christmas Is You,Mariah Carey,,1,1
bn_bangla_songs_6123,bn,আমাদের      ভয় কাহারে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_4952,bn,"পথের   শেষ কোথায়, শেষ কোথায়,    কী আছে শেষে",,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_4405,bn,কৃষ্ণকায়া আফ্রিকা মোর কৃষ্ণকলি মা,,আধুনিক বাংলা গান,0,0
en_english_songs_364,en,Thank God I Do,Lauren Daigle,,1,1
en_english_songs_626,en,Where Are You Now,Lost Frequencies,,1,1
en_english_songs_153,en,Let's Make A Night To Remember,Bryan Adams,,1,1
bn_bangla_songs_1156,bn,আমি বিনয় করি বলি রে শুক পাখিয়া,,ফোক গান,0,0
en_english_songs_312,en,You Don't Know,Eminem,,1,1
bn_bangla_songs_4061,bn,উহাঁর নাম করো না নামে মোর নাহি কাজ,,ফোক গান,0,0
en_english_songs_156,en,Bellissima - Radio Edit,DJ Quicksilver,,1,1
